date,employee_title,location,employee_status,review_title,pros,cons,advice_to_mgmt,rating_overall,recommends,positive_outlook,approves_of_CEO
2021-10-01, Associate Engineer,,"Current Employee, more than 1 year",Not a worthy place for young talents,"Salary credits on time 
Transport Facility
","No Growth at all
Long working hours
Working weekends
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Neutral,Neutral
2021-09-30, Customer Project Manager,Jakarta,Current Employee,Great Place for Work,"it a great company with culture, professional, and it's integrity
","none so far i know
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2021-09-30,Anonymous,,"Former Employee, more than 5 years",Its ok if you don't get mixed up with the bullshitters,"Its somewhat relaxed company to work for. Depends on the role but mostly chill.
","A good chunk of employees in Ericsson North America are total bullshitters and do nothing productive the entire day. All they do is go around licking other people's butt.
Advice to Management
Identify the bullshitters and find something better for them to do
Be the first to find this review helpful
Helpful
Share
Repor","Identify the bullshitters and find something better for them to do
Be the first to find this review helpful
Helpful
Share
Repor",4.0,N/A,Agree,N/A
2021-09-30,Anonymous,"Stockholm, Stockholm, Stockholm",Current Employee,Research,"There is a nice atmosphere
","The salary is not that good
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30, RAN Engineer,,Current Employee,Great Place to Work,"Good work culture in this company
","Very Limited Scope for Learn more
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-30, Solution Architect,Doha,"Current Employee, more than 3 years",Solution Architect,"Flexibility: some days you'll be overloaded, some days you will do nothing
","Salaries are not in line with cost of living
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30,Anonymous,,Former Employee,Excellent place to work,"good work culture. Cutting-edge work
","More perks and better compensation.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30, Technical Project Manager,Sydney,Current Employee,A company for the long haul careers,"Clear career progression path and options within the company.
","Entry/mid level salary is not competitive.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-30,Anonymous,,"Current Employee, more than 1 year",Good,"It is excellent and good
","Not applicable as a of now
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-29, Lead People Partner,New Delhi,"Current Employee, more than 10 years",Culture Driven Organization,"High Participative Culture
Employee Centric
High on Ethics
","Relative slow in Decision Making
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-29,Anonymous,,Former Employee,Ericsson Managed Services,"Health insurance fully paid by company
","Business down sizing and lay people off
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-29,Anonymous,,"Former Employee, more than 3 years",Great culture,"Colleagues are so nice and culture is great
","Pressure is too much, a lot overwhelming.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-29, RF Engineer,"Gurgaon, Haryana, Haryana","Current Employee, more than 8 years",Ok,"Work life balance is good
","Very less increment only 5% received by most people
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Disagree
2021-09-29, Automation Engineer,Pune,"Current Employee, more than 1 year",Good work Culture,"Good work Culture.
Work life balance and flexibility on taking leaves
","No cons as such in this organisation
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-29, Support Engineer,Ankara,"Current Employee, more than 3 years",Ericsson makes you feel you are valuable,"Good culture, opportunity to develop
","Very low promotion opportunities, too many formalities due to the company being a global giant
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-29,Anonymous,,"Former Employee, more than 8 years",Ways of Working,"Company working style is so flexible
","Salary usually not so impressive
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-29, Solution Integrator,Bangalore,"Current Employee, more than 1 year",Management and delivery of cloud based telecom services,"The Company culture is amazing
","Are a little slow in shifting to new technology
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-29, Cloud Solution Architect,,"Current Employee, more than 8 years",No motivation for Innovation,"This company is highly diverse. Your experience to the company will completely depend on your manager. In my long career in Ericsson, I had 4-5 Managers and my experience with the company varied accordingly.
","No Motivation from Management for different thinking or Innovative thinking. You can do New things (depending on your management) but you won't get any reward/motivation for that. No Sponsorship from company for any of the global certifications/learnings. 
If you want to learn something new, You will have to do this by your own nobody will push or motivate you to learn something new.
Advice to Management
Motivate people for Innovation and Learn something new.
Be the first to find this review helpful
Helpful
Share
Repor","Motivate people for Innovation and Learn something new.
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,N/A,Agree
2021-09-28, Intern,Budapest,Current Employee,Good place,"Good environment,
International and respectful.
Tolerant approach
","For student interns limited allowance of bonuses
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-28, Sales Manager,Athens,Current Employee,Ericsson review,"People oriented company, respecting employees
","there are no much opportunities to get promotions and increase salary
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-28, Senior Packet Core Engineer,Cairo,"Current Employee, more than 1 year",Best vendor,"International company with humanity culture not like Chinese vendor
","B e s t c
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-28, Ericsson Solution Architect,"Dallas, TX",Current Employee,Rate,"Knowledge and learning , spirit
","Lay off Too often when business slow
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-28, Software Developer,Split,"Former Employee, more than 1 year",Golden cage,"Only good thing is security for the job
","No space for individual devopment, all knowledge is Ericsson specific
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-28, Senior Customer Project Manager,"Montreal, QC","Former Employee, more than 10 years",Great company to work for!,"Career opportunities worldwide and flexibility such as working from home, business travels.
","Variable compensation (Bonus), stock purchased plan was removed from the benefits.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-28, Solution Architect,,"Current Employee, more than 3 years",Good company,"good work life balance in ericsson
","promotions in ericsson take time
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-28, Service Delivery Management,,Former Employee,managed services manager,"Great place to work, high internal culture, nice salary, empowers people
","There is lots of processes for every way of working. There is not a well defined onboarding, and time reporting is such a pain.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,N/A
2021-09-28, Manager,Tokyo,Former Employee,Good company but a question mark on growth,"good culture, nice people, work-life balance is a kind of ok
","biz size are getting small so a question mark on biz grow
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-28, Senior Software Engineer,Bangalore,"Former Employee, more than 5 years",Very good working environment,"People are so helpful. No work pressure
","Nothing to be added here
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-28, Analyst,,"Former Employee, more than 1 year",Nice place to work!,"Employee centric
Nice work culture
Cultural activity
","Compensation should be at par
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,N/A
2021-09-28, Senior Engineer,Addis Ababa,Current Employee,good good good good good good good good,"good good good good good good good good
","none none none none none
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-28, Software Test Engineer,Ankara,"Current Employee, less than 1 year",Blackbox Testing,"Remote working and there are transportation payment for employees
","stressful job and there is no so much experienced personal
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-27, Structural Design Engineer,,"Current Employee, less than 1 year",Great Company,"Competitive Salary
Good mentors
Good Teamwork
Vast telecom experience
Good background experience
","No overtime pay (because of the pandemic but you are not required to work)
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-27,Anonymous,,"Former Employee, more than 5 years",Work Life,"Pleasant place to work and great benefits
","Not enough career opportunities, most opportunities based in Dallas.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-27, Technical Sales Pricing Manager,"Plano, TX",Current Employee,Ericsson,"Great place to work, awesome culture
","not many cons. ericsson is awesome
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-27,Anonymous,,Former Employee,Working at Ericsson,"Great work-life balance
Supportive colleagues and culture
Respect from management
","Slow Professional Growth
Low Package 
Narrow scope of career opportunities
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,N/A
2021-09-27, LTE Protocol Tester,Hyderābād,"Current Employee, more than 3 years",Lte protocol test engineer,"Very nice behaviour of company
","There is no more challenging
Advice to Management
Looks good behaviour
Be the first to find this review helpful
Helpful
Share
Repor","Looks good behaviour
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Neutral,Agree
2021-09-27, Automation Engineer,"Stockholm, Stockholm, Stockholm","Current Employee, more than 3 years",moderat,"like a school, good learning place
","bad salary, could get better salary somewhere else
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-09-27, Cloud Support Engineer,Zagreb,Current Employee,not bad,"work life balance, atmosphere at work
","big, slow system, not accepting changes easily
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-26, Testpool Operator,Tallinn,"Current Employee, more than 1 year",Good job,"Stable salary, Great community, Interesting work
","Hard to grow 
Twelve hours shifts
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-26, Senior Solution Integrator,Noida,"Current Employee, more than 1 year",Good Work Life Balance,"1.Good Work Life Balance
2.Higher management is good.
","1.No use of latest technologies.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
2021-09-26, Senior Program Manager,"Plano, TX","Former Employee, more than 10 years",Don't like older employees,"Pay was comparable to other employers in the same business.
","They were quick to get rid of onderful more experiences employees. The culture was bad. We were forced to work in a small building in Plano wit shared desks while our manager sat right behind us on his shared table.
Advice to Management
I was a manager and bullied by other managers. Part of their culture
Be the first to find this review helpful
Helpful
Share
Repor","I was a manager and bullied by other managers. Part of their culture
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,N/A,N/A
2021-09-26,Anonymous,,"Current Employee, less than 1 year",Nice place to work,"Good environment and cool people
","None as of now. Good culture
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-26, Software Developer,Budapest,"Current Employee, more than 1 year",One of the best place tech company to work for in BP,"company culture and always open to innovation
","respectively low salary and unclear career path
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-26, Senior Solution Architect,Kuala Lumpur,"Current Employee, more than 10 years",Great place to work,"Work life balance ; professional learnings and growth; great colleagues and supportive technical community; good top leadership
","Rewards and remuneration; employee retention;
Advice to Management
N/a
Be the first to find this review helpful
Helpful
Share
Repor","N/a
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,Agree,Agree
2021-09-25, Software Engineer,Seoul,Current Employee,"Good,","smart engineer
have a lot of chance to communicate with many developers around the world
","skills are specific to telecommunication
good projects is often focused on headquarters
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-25, NPI Lead,,Former Employee,Great Workplace,"Great Workplace to work as an employee
","No work life balance in some projects
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-25, Senior Consultant,Dubai,"Former Employee, more than 5 years",Nice work environment,,"ltant in Dubai
Recommend
CEO Approval
Business Outlook
Pros
Good benefits- schooling and insurance
Cons
Nothing as a very good work environment
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-25, Software Engineer,Gothenburg,"Former Employee, more than 5 years",Good work and life balance,"a good workplace for work and life balance, flexibility of time
","Management sometimes lacks knowledge of projects
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-25,Anonymous,"Gurgaon, Haryana, Haryana","Current Employee, more than 8 years",Work life balance,"If you want to learn on recent technology and want to work on big platform and maintain work life balance, then Ericsson Global is right place to be in.
","Not great salary and growth
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-24, Tax Specialist,,"Former Employee, more than 1 year",Great place to work,"Flexible working 
Competitive pay
Company shows genuine interest in employee welfare
","Global mobility can be improved
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-24, Senior Engineer,Noida,"Current Employee, more than 1 year",Currently Working,"Good Work Life Balance and Family Time
","No more increments and growth.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-09-23, Senior Engineer ,"Seattle, WA","Former Employee, more than 8 years",Great Company - Horrible Work Culture,"Exposure to different telco environments and advance telco tech.
","Old School count the hours not the productivity management style.
Management have absolutely no back of employees.
Raising issues is offensive for management.
No real career growth path if you don't have friends at right places.
1 person found this review helpful
Helpful
Share
Repor",,2.0,Disagree,Disagree,Disagree
2021-09-23, Solutions Manager,"Plano, TX","Current Employee, more than 10 years",Great company with great values,"Great values
Active ERGs
Good benefits
Collab across various teams
","Slow growth
Legacy ways of working
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-23, Associate Engineer Trainee,,"Current Employee, more than 1 year",Environment,"Good working environment, work life balance and much more benefits
","So strict about working location
Advice to Management
Good
Be the first to find this review helpful
Helpful
Share
Repor","Good
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-09-23, Solution Architect,Athens,"Current Employee, more than 10 years","Challenging, keeps you motivated","Multicultural enviroment, you can seek challenges across the world
","A bit blur job clarity some periods
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-23,Anonymous,,"Former Employee, more than 3 years",Director,"Work with latest innovations in Telecomunications
","Too hierarchical and low flexibility to accommodate for local market needs
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,N/A,Agree
2021-09-23, Senior Director,Cairo,"Former Employee, more than 10 years",Good environment,"Collaboration, Learning, Support and Huge business
","Hard to achieve promotions and salary reviews
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-23, Domain Sales Manager,Mumbai,"Current Employee, more than 10 years",Telecom Leader,"Leading Edge Communication Tech vendor
","Needs to innovate, strategize better
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-23, Student,Calcutta,Current Employee,Review for ericsson,"friendly people and chill boss
","might have to work over time
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-23, IT Consultant,,"Former Employee, more than 1 year",Company is good with its benefits,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
The company is very good at heeding the reviews and working on them, and it’s very employee friendly.
Cons
My only issue was with the management, they fail to recognise the good performers.
Advice to Management
Please do recognise and retain a good employee
Be the first to find this review helpful
Helpful
Share
Repor","Please do recognise and retain a good employee
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Agree,N/A,N/A
2021-09-23, Developer,Linköping,Current Employee,Great Company,"Good Salaries and great work environment
","There are no bad things
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-23,Anonymous,,Former Employee,Very good,"Very good culture and support from others
","Nothing as of I know
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-22, Solutions Architect,,"Current Employee, more than 8 years",Good place to work and learn,"1. learning at initial age
2. work life balance depends on project
","salary is not market standard
promotion
Advice to Management
Review salary part for long time employees
Be the first to find this review helpful
Helpful
Share
Repor","Review salary part for long time employees
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-09-22, Service Delivery Manager,Calcutta,"Current Employee, more than 10 years",Review,"Technology driven company, best in telecom
","Only depending on telecom project
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,N/A
2021-09-22, Solution Integrator,Calcutta,"Former Employee, more than 5 years","Horrible politics, dumbheaded mid management","Only pros is work life balance.
","Lots of politics.
Lobby
Less chance of growth in hierarchy and economically
Mostly integration work in India.
Sub standard work in most teams
Technologies and processes are used in name only.
Advice to Management
Give value to your employees.
Try to bring fresh blood in management level.
Be the first to find this review helpful
Helpful
Share
Repor","Give value to your employees.
Try to bring fresh blood in management level.
Be the first to find this review helpful
Helpful
Share
Repor",2.0,Disagree,Neutral,Agree
2021-09-22, Incident Manager,Noida,Current Employee,na,"Great place to work with
","Nothing, Ericsson is a great place to work with
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,Agree,N/A
2021-09-22, Engineer,"London, England, England","Former Employee, more than 1 year",Not bad,"Left alone mostly but got ruined by little men in India taking over monitoring us
","Little men in India monitoring us
Advice to Management
Get rid of EGI and bring back UK TAC team
Be the first to find this review helpful
Helpful
Share
Repor","Get rid of EGI and bring back UK TAC team
Be the first to find this review helpful
Helpful
Share
Repor",4.0,N/A,N/A,N/A
2021-09-22,Anonymous,,"Current Employee, more than 10 years","Diversity, professional","Leading role in ITC, work life balance.
","Salary is not competitive enough comparing with other companies.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Neutral
2021-09-21, Test Engineer,Bangalore,"Current Employee, more than 5 years",Working as Test Engineer,"Work life balance in company is good. Ethical values are taken care of.
","Hike and career growth within Ericsson
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-21, Solutions Architect,"Toronto, ON","Current Employee, more than 3 years","Good company, doesn't have enough opportunities to grow.","Work Life Balance, Less Politics
","Not much opportunities to grow.
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-21, Software Engineer,Bangalore,"Former Employee, more than 1 year",Great place to work,"good learning curve, work-life balance
","nothing i can think of
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-21, Customer Service Representative (CSR),,Former Employee,N/A,"I liked my coworkers a lot
","Pay was not good at all
Advice to Management
None
Be the first to find this review helpful
Helpful
Share
Repor","None
Be the first to find this review helpful
Helpful
Share
Repor",1.0,N/A,N/A,N/A
2021-09-21, Software Engineer,Bangalore,"Former Employee, more than 3 years",Awesome company,"Best work life balance possible in the company
","Frequent lay offs occur in the company
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2021-09-21, Sales Director,"Bellevue, WA",Current Employee,great,"benefits, technology, people, stable, etc
","hard to grow, process, slow
Advice to Management
remove layers
Be the first to find this review helpful
Helpful
Share
Repor","remove layers
Be the first to find this review helpful
Helpful
Share
Repor",5.0,Disagree,Agree,Disagree
2021-09-21, Solution Architect,,"Current Employee, more than 3 years",Excellent place to work,"Ericsson is an employee friendly company.
","I can't see any cons
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-21, Assistant Manager,Noida,"Former Employee, more than 1 year",Very good work culture,"Work culture is too good
","Work culture is too good but you won't get much more hikes
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,N/A
2021-09-21, Senior Engineer,,"Current Employee, more than 5 years",Very Good place to work,"Company is very employee friendly.
It supports it employee in all the places and always come up with certain fun activities making the place a great place to work.
","Yearly increament is not good
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,Agree
2021-09-21,Anonymous,,"Current Employee, more than 5 years",Nice company,"Great place to work
Wfh
Cool projects
Good salary
","Not so far
Not so far
Advice to Management
Na
Be the first to find this review helpful
Helpful
Share
Repor","Na
Be the first to find this review helpful
Helpful
Share
Repor",4.0,Agree,Agree,Agree
2021-09-21, 5G Core Network Designer,Madrid,"Current Employee, less than 1 year","Great company, abysmal local management","- The technology.
 - The people.
 - The IT.
 - The salary.
 - Restaurant card, transport card, private health insurance.
 - 100% remote.
 - 100% English.
","- The mentoring program: make sure your mentor is from your team.
 - The mentoring program: follow blindly and only what your mentor says, even if it conflicts with your team's interests. Otherwise, you will get fired no matter you do next. 
 - I was not interviewed by my team or leader, but by other team's. Therefore, when I entered my actual team, the conditions were different. For example:
 - In the interview, I asked if they followed scrum or any agile methodology. They said yes. Turned out to be a complete lie.
Advice to Management
- Terrible local management: they hire people in the most stressful stages of development and in July/August when offices are in vacation. They, therefore, have no resources to teach, lead or mentor you. It ends up with you fired because you failed their broken mentoring system goals.
Be the first to find this review helpful
Helpful
Share
Repor","- Terrible local management: they hire people in the most stressful stages of development and in July/August when offices are in vacation. They, therefore, have no resources to teach, lead or mentor you. It ends up with you fired because you failed their broken mentoring system goals.
Be the first to find this review helpful
Helpful
Share
Repor",1.0,Disagree,Agree,Disagree
2021-09-21, Senior Engineer,,Current Employee,Great place to work!,"Amazing place to work and great work culture.
","No cons as the company is good.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,Agree,Agree
2021-09-21, Senior Technical Lead,Bangalore,Current Employee,Not too good nor too bad,"Work Life Balance & good learning experience
","Annual appraisal needs be improved.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,Neutral
2021-09-20, Software Engineer,Athlone,"Current Employee, more than 3 years",Looks for cheap labour Ericsson Ireland,"- Hires from outside Ireland
- Sponsors visa
- Good work-life balance
- Colleagues are helpful
- If you are lucky you would get to work on latest technologies
","This review is for Ericsson Ireland
- Hires from outside Ireland with low compensation. It's a win-win condition though if you are looking for work permit sponsorship only.
- They don't care about past experiences of the employees. If you are experienced with cutting edge cloud technology, you may get into old monolith application.
- Your career growth also doesn't depend on your past experiences. You may have to learn the legacy technologies again which you probably left 5 years back and have to prove yourself again.
- Promotion is a myth unless you can have good relationship with your manager. You may see other less competent people are getting promoted.
- Compensation is the last thing would like discuss with your friends who works in other companies. You may get half salary than that of your friends but manager will convince you that you are earning above Ericsson standard.
- Because of the above reasons lots of good employees are leaving the company.
- It's getting long, so I'm cutting it down here :)
Advice to Management
- Respect the experience and knowledge of your employees.
- Increase compensation.
- Get rid of the fatty layers in leadership and promote eligible ones.
- I believe you have the quality to retain good people.
1 person found this review helpful
Helpful
Share
Repor","- Respect the experience and knowledge of your employees.
- Increase compensation.
- Get rid of the fatty layers in leadership and promote eligible ones.
- I believe you have the quality to retain good people.
1 person found this review helpful
Helpful
Share
Repor",1.0,Disagree,Agree,Neutral
2021-09-20, Strategic Product Manager,,"Current Employee, more than 8 years",Best company,"Work life balance
Work culture
Integrity
Ethics
Respect
Work environment
","Low salaries
Low benefits
Low compensation
Low Job security
Low career growth
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Agree,N/A
2021-09-20, Engineer,Calcutta,"Former Employee, more than 3 years",No idea,"Team is good manager are not good
","No cons but less salary and increment
Advice to Management
No advice
Be the first to find this review helpful
Helpful
Share
Repor","No advice
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2021-09-20, Trainee,,"Current Employee, less than 1 year",Good,"Good and wonderful place to work
","No negative comments I have to share
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,N/A,N/A,N/A
2021-09-20,Anonymous,,Former Employee,Good place to work,"Good work-life balance; nice people
","Poor communication from corporate; lots of leadership turnover
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,N/A,N/A,N/A
2021-09-20, Senior Software Developer,Budapest,Current Employee,Ericsson Hungary,"Good atmosphere, nice office , good teammates
","unclear job roles, unclear goals and position refinements and nepotism
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,N/A,N/A,N/A
2021-09-20, Specialist,Calcutta,"Current Employee, more than 3 years",good company to work,"Good work life balance for an employee
","Vertical growth is very much limited.
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-20, Software Engineer,,"Former Employee, more than 1 year",Ericsson India Reviews,"Work life balance is good
","Salary is not as per market standard,Hike is very low.
Be the first to find this review helpful
Helpful
Share
Repor",,2.0,Disagree,Agree,N/A
2021-09-20, Senior Technical Lead,Bangalore,Current Employee,Good company to work with,"Good company to work for. Very good work life balance.
","Little behind in features set when compared to compitators
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-20, Domain Sales Manager,Singapore,"Current Employee, more than 5 years",Employee friendly,"Humane, Good work culture and Gender equal
","Regional silos and internal politics
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-20, Senior DevOps Consultant,,"Current Employee, more than 5 years",SSI,,"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Salary on time.
WFH good
25th day salary
Cons
Off topic assignments leading to less growth
Advice to Management
Check the exact match for which you hire
Be the first to find this review helpful
Helpful
Share
Repor","Check the exact match for which you hire
Be the first to find this review helpful
Helpful
Share
Repor",3.0,N/A,N/A,N/A
2021-09-19, Local Administrator,Accra,"Current Employee, more than 5 years",Great culture,"Great Scandinavian culture, opportunity to work from home based on approval, challenging assignments
","No overtime compensation for admins
Advice to Management
None
Be the first to find this review helpful
Helpful
Share
Repor","None
Be the first to find this review helpful
Helpful
Share
Repor",3.0,Agree,Agree,Agree
2021-09-18, ASIC Developer,"Austin, TX","Former Employee, more than 1 year",Crappy place overall,"Good 401k, Medical and Vacation Benefits.
Lots of vacations to maintain a healthy balance.
","While the overall company has a good culture, Austin site doesn't have the culture what Sweden has. Even though projects have long durations teams struggle to get things done on time, and then politics starts with blame games.
Very bad tools and infrastructure. Every other day you will login and not be able to work as infra would be hung or super slow.
Its more of a bootlicking culture where people who are close to leads get all the career growth.
Teams are technically poor with no understanding of underlying technology, its just blind execution. There is neither depth nor breadth in the work, its about writing some tests, no real development work is there in Austin.
All the technical interesting work stays in Sweden.
Line management is pretty much useless with no technical skills and no drive to improve things. They just write some politically correct emails.
Anyone who is good leaves the place in 6months to about a 1-1.5 years time frame at max.
In short no learning and growth, if you want to kill your career sure come here.
1 person found this review helpful
Helpful
Share
Repor",,1.0,Disagree,Agree,Agree
2021-09-18, Mobile BO Core Engineer,Abū an Numrus,"Current Employee, more than 1 year",not happy,"Easy to join with minimum effort
","so many tasks for one person
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,Neutral,Agree
2021-09-18, Senior Integration Engineer,Ankara,"Former Employee, more than 5 years",Not bad,"Work-Life balance is very good
","No promotion and low salary raise
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Disagree,Disagree,Neutral
2021-09-18,Anonymous,"Ottawa, ON","Current Employee, more than 5 years",Overview,"Firm culture is good, but salaries are low
","Less benefits than similar companies in the field.
Be the first to find this review helpful
Helpful
Share
Repor",,3.0,Agree,Agree,Agree
2021-09-18, Head of Programmes,"Dublin, Dublin",Current Employee,Great Company to work !!,"For Ericsson, empowering an intelligent, sustainable, and connected world takes more than cutting edge technology; it’s also about people. And they are committed to creating a workplace where everyone feels safe to bring their whole selves to work.
","No Grievance's so far and haven't found any cons that impacts people career
Be the first to find this review helpful
Helpful
Share
Repor",,5.0,Agree,N/A,Agree
2021-09-17, Software Developer,,"Current Employee, more than 10 years",Good environment but low salary,"Working environment is great, good healthcare
","Low salary, career growth is low
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,Agree,Agree
2021-09-17, Senior Engineer,"Dallas, TX","Current Employee, more than 5 years",Good company to work for,"Career Growth, Technical Skills improvement
","unstable industry, dependency on customer POs
Be the first to find this review helpful
Helpful
Share
Repor",,4.0,Agree,N/A,N/A
